0.000001, 0.000001, 2.109276
0.000001, 0.578480, 2.280240
0.000001, 1.249581, 2.445004
0.000001, 1.960743, 2.598339
0.000001, 2.699238, 2.741911
0.000001, 3.458748, 2.876928
0.000001, 4.235434, 3.004668
0.000001, 5.026703, 3.126200
0.000001, 5.830672, 3.242377
0.000001, 6.645914, 3.353883
0.000001, 7.471303, 3.461293
0.000001, 8.305929, 3.565269
0.000001, 9.149039, 3.666396
0.000001, 10.000000, 3.765339

0.578480, 0.000001, 2.290388
0.578480, 0.578480, 2.754662
0.578480, 1.249581, 2.994086
0.578480, 1.960743, 3.202364
0.578480, 2.699238, 3.392002
0.578480, 3.458748, 3.568771
0.578480, 4.235434, 3.734997
0.578480, 5.026703, 3.892587
0.578480, 5.830672, 4.042386
0.578480, 6.645914, 4.185505
0.578480, 7.471303, 4.322805
0.578480, 8.305929, 4.454942
0.578480, 9.149039, 4.582456
0.578480, 10.000000, 4.705824

1.249581, 0.000001, 2.463564
1.249581, 0.578480, 2.998826
1.249581, 1.249581, 3.304380
1.249581, 1.960743, 3.545874
1.249581, 2.699238, 3.764139
1.249581, 3.458748, 3.964912
1.249581, 4.235434, 4.152557
1.249581, 5.026703, 4.329937
1.249581, 5.830672, 4.498448
1.249581, 6.645914, 4.659433
1.249581, 7.471303, 4.813554
1.249581, 8.305929, 4.961670
1.249581, 9.149039, 5.104456
1.249581, 10.000000, 5.242428

1.960743, 0.000001, 2.624022
1.960743, 0.578480, 3.214238
1.960743, 1.249581, 3.551028
1.960743, 1.960743, 3.823099
1.960743, 2.699238, 4.063911
1.960743, 3.458748, 4.286090
1.960743, 4.235434, 4.492361
1.960743, 5.026703, 4.686194
1.960743, 5.830672, 4.870322
1.960743, 6.645914, 5.045768
1.960743, 7.471303, 5.213944
1.960743, 8.305929, 5.375428
1.960743, 9.149039, 5.530966
1.960743, 10.000000, 5.681128

2.699238, 0.000001, 2.773955
2.699238, 0.578480, 3.410137
2.699238, 1.249581, 3.775286
2.699238, 1.960743, 4.070299
2.699238, 2.699238, 4.328844
2.699238, 3.458748, 4.567863
2.699238, 4.235434, 4.789771
2.699238, 5.026703, 4.997817
2.699238, 5.830672, 5.195216
2.699238, 6.645914, 5.383287
2.699238, 7.471303, 5.563439
2.699238, 8.305929, 5.736443
2.699238, 9.149039, 5.903094
2.699238, 10.000000, 6.063923

3.458748, 0.000001, 2.914671
3.458748, 0.578480, 3.592374
3.458748, 1.249581, 3.980999
3.458748, 1.960743, 4.297395
3.458748, 2.699238, 4.573326
3.458748, 3.458748, 4.827901
3.458748, 4.235434, 5.064412
3.458748, 5.026703, 5.285482
3.458748, 5.830672, 5.494995
3.458748, 6.645914, 5.694616
3.458748, 7.471303, 5.885727
3.458748, 8.305929, 6.069187
3.458748, 9.149039, 6.245955
3.458748, 10.000000, 6.416442

4.235434, 0.000001, 3.047558
4.235434, 0.578480, 3.763898
4.235434, 1.249581, 4.173791
4.235434, 1.960743, 4.507913
4.235434, 2.699238, 4.799588
4.235434, 3.458748, 5.068556
4.235434, 4.235434, 5.318802
4.235434, 5.026703, 5.552638
4.235434, 5.830672, 5.773518
4.235434, 6.645914, 5.983982
4.235434, 7.471303, 6.185263
4.235434, 8.305929, 6.378647
4.235434, 9.149039, 6.564796
4.235434, 10.000000, 6.744494

5.026703, 0.000001, 3.173726
5.026703, 0.578480, 3.926062
5.026703, 1.249581, 4.355699
5.026703, 1.960743, 4.706504
5.026703, 2.699238, 5.012202
5.026703, 3.458748, 5.293821
5.026703, 4.235434, 5.556228
5.026703, 5.026703, 5.801660
5.026703, 5.830672, 6.033335
5.026703, 6.645914, 6.253970
5.026703, 7.471303, 6.464783
5.026703, 8.305929, 6.667388
5.026703, 9.149039, 6.862433
5.026703, 10.000000, 7.050707

5.830672, 0.000001, 3.294126
5.830672, 0.578480, 4.080076
5.830672, 1.249581, 4.528439
5.830672, 1.960743, 4.894505
5.830672, 2.699238, 5.213912
5.830672, 3.458748, 5.507641
5.830672, 4.235434, 5.781354
5.830672, 5.026703, 6.037389
5.830672, 5.830672, 6.278804
5.830672, 6.645914, 6.508864
5.830672, 7.471303, 6.728613
5.830672, 8.305929, 6.939679
5.830672, 9.149039, 7.143001
5.830672, 10.000000, 7.339134

6.645914, 0.000001, 3.409539
6.645914, 0.578480, 4.227203
6.645914, 1.249581, 4.693267
6.645914, 1.960743, 5.073985
6.645914, 2.699238, 5.405734
6.645914, 3.458748, 5.710963
6.645914, 4.235434, 5.995486
6.645914, 5.026703, 6.261728
