6.645914, 5.830672, 6.512622
6.645914, 6.645914, 6.751600
6.645914, 7.471303, 6.979844
6.645914, 8.305929, 7.198966
6.645914, 9.149039, 7.410116
6.645914, 10.000000, 7.613839

7.471303, 0.000001, 3.520605
7.471303, 0.578480, 4.368131
7.471303, 1.249581, 4.850946
7.471303, 1.960743, 5.245614
7.471303, 2.699238, 5.589608
7.471303, 3.458748, 5.905614
7.471303, 4.235434, 6.200342
7.471303, 5.026703, 6.476032
7.471303, 5.830672, 6.735851
7.471303, 6.645914, 6.983247
7.471303, 7.471303, 7.219570
7.471303, 8.305929, 7.446333
7.471303, 9.149039, 7.664971
7.471303, 10.000000, 7.875844

8.305929, 0.000001, 3.627889
8.305929, 0.578480, 4.503708
8.305929, 1.249581, 5.002491
8.305929, 1.960743, 5.410451
8.305929, 2.699238, 5.765887
8.305929, 3.458748, 6.092420
8.305929, 4.235434, 6.396956
8.305929, 5.026703, 6.681965
8.305929, 5.830672, 6.950373
8.305929, 6.645914, 7.205868
8.305929, 7.471303, 7.449890
8.305929, 8.305929, 7.683849
8.305929, 9.149039, 7.909532
8.305929, 10.000000, 8.127222

9.149039, 0.000001, 3.732058
9.149039, 0.578480, 4.634448
9.149039, 1.249581, 5.148420
9.149039, 1.960743, 5.569069
9.149039, 2.699238, 5.935706
9.149039, 3.458748, 6.272153
9.149039, 4.235434, 6.586121
9.149039, 5.026703, 6.879891
9.149039, 5.830672, 7.156733
9.149039, 6.645914, 7.420113
9.149039, 7.471303, 7.671644
9.149039, 8.305929, 7.912705
9.149039, 9.149039, 8.145192
9.149039, 10.000000, 8.369481

10.000000, 0.000001, 3.833856
10.000000, 0.578480, 4.760837
10.000000, 1.249581, 5.289446
10.000000, 1.960743, 5.722252
10.000000, 2.699238, 6.099466
10.000000, 3.458748, 6.445632
10.000000, 4.235434, 6.768633
10.000000, 5.026703, 7.070993
10.000000, 5.830672, 7.355696
10.000000, 6.645914, 7.626650
10.000000, 7.471303, 7.885370
10.000000, 8.305929, 8.133234
10.000000, 9.149039, 8.372285
10.000000, 10.000000, 8.602959
